"localminute","dishwasher1","lights_plugs1","drye1","range1","use","furnace1","clotheswasher1","refrigerator1","microwave1","kitchenapp1","kitchenapp2","air1"
2014-07-13 21:00:00,681,6.2,0,0,2901.3,301,0,105.2,0,0,0,1288.4
2014-07-13 21:10:00,312.1,6.3,0,0,2521.6,301.4,0,64.8,0,0,0,1284.1
2014-07-13 21:20:00,149.8,6.2,0,0,2314.6,302,0,0,0,0,0,1290.3
2014-07-13 21:30:00,111.1,6.2,0,0,2267.1,301.4,0,0,0,0,0,1283.3
2014-07-13 21:40:00,483.7,6,0,0,2635,302.3,0,0,0,0,0,1285.8
2014-07-13 21:50:00,494.7,6,0,0,2697.3,301.8,0,50.5,0,0,0,1288.2
2014-07-13 22:00:00,493.9,6.1,0,0,2713.8,301.6,0,106,0,0,0,1284.5
2014-07-13 22:10:00,22.9,6,0,0,2254.3,301.1,0,93.1,0,0,0,1276.6
2014-07-13 22:20:00,0,6.4,0,0,2148.5,301.2,0,0,0,0,0,1284.9
2014-07-13 22:30:00,0,6.1,0,0,2151.6,300.6,0,0,0,0,0,1276.2
2014-07-13 22:40:00,0,6,0,0,2150.6,300.3,0,1.2,0,0,0,1281.5
2014-07-13 22:50:00,0,6,0,0,2223.7,301.3,0,105,0,0,0,1284.2
2014-07-13 23:00:00,0,6.1,0,0,2224.4,301.6,0,107.1,0,0,0,1282.4
2014-07-13 23:10:00,0,6.3,0,0,2245.6,301.5,0,91.8,0,0,0,1285.6
2014-07-13 23:20:00,0,6,0,0,2258.8,301.2,0,0,0,0,0,1283.1
2014-07-13 23:30:00,0,50.2,0,692.5,2972.7,301.4,0,1.9,0,0,0,1274.2
2014-07-13 23:40:00,0,13.4,0,2479.5,4592.7,301.5,0,0.7,0,0,0,1274.6
2014-07-13 23:50:00,0,5.1,0,936.9,3215.1,302.3,0,108.5,134,0,0,1268.5
2014-07-14 00:00:00,0,5.7,0,928,3194.8,302.8,0,63.3,155.1,0,0,1266.3
2014-07-14 00:10:00,0,6.6,0,91.8,2027.7,303.2,0,0.5,31.7,0,0,1267.4
2014-07-14 00:20:00,0,6,0,0,1877.4,303.9,0,1.8,0,0,0,1264.6
2014-07-14 00:30:00,0,6.2,0,0,2013.5,302.9,0,76.7,92.4,0,0,1256.8
2014-07-14 00:40:00,0,6,0,0,1920.7,303.4,0,105.3,0,0,0,1258.6
2014-07-14 00:50:00,0,6,0,0,2022.3,302.9,0,7.5,0,0,0,1254.7
2014-07-14 01:00:00,0,6.1,0,0,1983,303.8,0,0.7,0,0,0,1250.3
2014-07-14 01:10:00,0,6.2,0,0,1949.7,304.9,0,0,0,0,0,1245.2
2014-07-14 01:20:00,0,6.2,0,0,2015.7,304.4,0,108.3,0,0,0,1240.6
2014-07-14 01:30:00,0,6.1,0,0,1956.8,304.6,0,53.7,0,0,0,1236.6
2014-07-14 01:40:00,0,6,0,0,1945.9,304.4,0,0,0,0,0,1229.6
2014-07-14 01:50:00,0,6,0,0,1909,304,0,0,0,0,0,1228.4
2014-07-14 02:00:00,0,6.2,0,0,2017.6,304,0,0,0,0,0,1221.3
2014-07-14 02:10:00,0,6.1,0,0,1883.2,303.6,0,63.5,0,0,0,1214.5
2014-07-14 02:20:00,0,6.4,0,0,1954,303.7,0,92.1,0,0,0,1197.6
2014-07-14 02:30:00,0,6,0,0,1816.2,303.7,0,0,0,0,0,1186.9
2014-07-14 02:40:00,0,6.2,0,0,1842.4,303.8,0,0,0,0,0,1181
2014-07-14 02:50:00,0,6,0,0,1732.4,303.4,0,0,0,0,0,1174.3
2014-07-14 03:00:00,0,6.4,0,0,1038.5,179.2,0,11.1,0,0,0,501.5
2014-07-14 03:10:00,0,6.6,0,0,1514.3,222.8,0,106,0,0,0,863.1
2014-07-14 03:20:00,0,6,0,0,1770.8,305.2,0,33.3,0,0,0,1161.3
2014-07-14 03:30:00,0,6.5,0,0,910.9,159.9,0,0,0,0,0,418.3
2014-07-14 03:40:00,0,6.5,0,0,1407.9,232.5,0,0,0,0,0,895.8
2014-07-14 03:50:00,0,6.2,0,0,1299.3,229.3,0,0,0,0,0,686.6
2014-07-14 04:00:00,0,6.5,0,0,898,104.6,0,68.6,0,0,0,391.3
2014-07-14 04:10:00,0,6.5,0,0,1882.8,304,0,79.2,0,0,0,1143
2014-07-14 04:20:00,0,6.7,0,0,638.9,90.8,0,0,0,0,0,146.1
2014-07-14 04:30:00,0,6.4,0,0,1224.5,202.5,0,0,0,0,0,766
2014-07-14 04:40:00,0,6.4,0,0,1314.9,249.5,0,0,0,0,0,749.7
2014-07-14 04:50:00,0,6.9,0,0,425.4,34.9,0,18.6,0,0,0,122
2014-07-14 05:00:00,0,6,0,0,1802.7,304.5,0,105.3,0,0,0,1129.4
2014-07-14 05:10:00,0,7,0,0,430.7,76.3,0,22.4,0,0,0,31.9
2014-07-14 05:20:00,0,6.4,0,0,1280.5,212.4,0,0,0,0,0,794.5
2014-07-14 05:30:00,0,6.8,0,0,590.3,130.8,0,0,0,0,0,293.4
2014-07-14 05:40:00,0,7.1,0,0,778.9,144.1,0,0,0,0,0,529.7
2014-07-14 05:50:00,0,6.8,0,0,694.2,150.7,0,72,0,0,0,367.1
2014-07-14 06:00:00,0,7,0,0,568.4,84.3,0,73.8,0,0,0,305.4
2014-07-14 06:10:00,0,7,0,0,853.8,200,0,0,0,0,0,550.6
2014-07-14 06:20:00,0,7,0,0,127.7,8,0,0,0,0,0,9.2
2014-07-14 06:30:00,0,7.1,0,0,1428,301.6,0,0,0,0,0,1027.8
2014-07-14 06:40:00,0,7,0,0,181.1,48.7,0,22.9,0,0,0,0
2014-07-14 06:50:00,0,6.7,0,0,601.3,88.9,0,105.3,0,0,0,302.4
2014-07-14 07:00:00,0,6.9,0,0,1144.5,259.8,0,17.6,0,0,0,765.7
2014-07-14 07:10:00,0,7,0,0,131.2,20.1,0,0,0,0,0,0
2014-07-14 07:20:00,0,7,0,0,911.5,180.1,0,0,0,0,0,627.8
2014-07-14 07:30:00,0,7.1,0,0,487.4,121.2,0,0,0,0,0,249.6
2014-07-14 07:40:00,0,6.9,0,0,354.9,53.8,0,78.2,0,0,0,117.5
2014-07-14 07:50:00,0,6.3,0,0,1228.9,270.5,0,68.5,0,0,0,790.4
2014-07-14 08:00:00,0,7.1,0,0,118.1,8,0,0,0,0,0,0
2014-07-14 08:10:00,0,7,0,0,898.7,173.9,0,0,0,0,0,620.4
2014-07-14 08:20:00,0,7.1,0,0,431.2,111.7,0,0,0,0,0,210.8
2014-07-14 08:30:00,0,7,0,0,156.3,10.1,0,26.5,0,0,0,8.8
2014-07-14 08:40:00,0,6,0,0,1216.9,266.5,0,104.9,0,0,0,745.7
2014-07-14 08:50:00,0,7.1,0,0,141.9,20.8,0,12.3,0,0,0,0
2014-07-14 09:00:00,0,6.9,0,0,527.7,93.6,0,0,0,0,0,328.3
2014-07-14 09:10:00,0,6.5,0,0,682,179.7,0,0,0,0,0,386.1
2014-07-14 09:20:00,0,7.1,0,0,147.4,22.8,0,0,0,0,0,0
2014-07-14 09:30:00,0,6.6,0,0,707.9,112.9,0,82,0,0,0,394.7
2014-07-14 09:40:00,0,6.2,0,0,718.4,154,0,105.4,0,0,0,312.9
2014-07-14 09:50:00,0,7,0,0,265.1,24.9,0,6.4,0,0,0,0
2014-07-14 10:00:00,0,6.8,0,0,563.8,83.7,0,0,0,0,0,289.6
2014-07-14 10:10:00,0,6.5,0,0,711.2,173.8,0,0,0,0,0,381.6
2014-07-14 10:20:00,0,7,0,0,268.6,26.9,0,88,0,0,0,0
2014-07-14 10:30:00,0,6.7,0,0,669.7,93.4,0,106.5,0,0,0,321
2014-07-14 10:40:00,0,6.5,0,0,710,162.3,0,50.2,0,0,0,344.7
2014-07-14 10:50:00,0,7.1,0,0,257.7,28.9,0,0,0,0,0,0
2014-07-14 11:00:00,0,6.7,0,0,992.7,172.4,0,0,0,0,0,600.4
2014-07-14 11:10:00,0,6.9,0,0,570.1,104.8,0,13.1,0,0,0,169.6
2014-07-14 11:20:00,0,6.7,0,0,427.1,30.8,0,107,0,0,0,0
2014-07-14 11:30:00,0,6.9,0,0,1026.3,153,0,60.4,0,0,0,528.2
2014-07-14 11:40:00,0,7,0,0,683.9,142.7,0,0,0,0,0,308.2
2014-07-14 11:50:00,0,7.2,0,0,280.3,33,0,0,0,0,0,0
2014-07-14 12:00:00,0,7,0,0,880.9,133.8,0,0,0,0,0,459.5
2014-07-14 12:10:00,0,6.5,0,0,696.5,129.1,0,104.8,0,0,0,239.1
2014-07-14 12:20:00,0,7,0,0,497,35.2,0,110.9,0,0,0,0
2014-07-14 12:30:00,0,6.4,0,0,1514,242.6,0,116.9,0,0,0,842.1
2014-07-14 12:40:00,0,6.6,0,0,742.9,111.6,0,107.6,0,0,0,204.3
2014-07-14 12:50:00,0,7,0,0,489,8,0,106.1,0,0,0,0
2014-07-14 13:00:00,0,7.1,0,0,424.3,8,0,15.9,0,0,0,0
2014-07-14 13:10:00,0,7,0,0,477.6,57.3,0,0,0,0,0,0
2014-07-14 13:20:00,0,7,0,0,459.9,39.5,0,0.5,0,0,0,0
2014-07-14 13:30:00,0,7.2,0,0,488.8,8,0,82.8,0,0,0,0
2014-07-14 13:40:00,0,6.6,0,0,536.3,22.6,0,104.2,0,0,0,0
2014-07-14 13:50:00,0,7,0,0,417.3,8,0,14.2,0,0,0,0
2014-07-14 14:00:00,0,7.1,0,0,247,8,0,0.6,0,0,0,0
2014-07-14 14:10:00,0,6.9,0,0,259.1,8,0,31.2,0,0,0,0
2014-07-14 14:20:00,0,6.5,0,0,314.3,18,0,107,0,0,0,0
2014-07-14 14:30:00,0,83.8,0,0,375.9,69.1,0,104,0,0,0,0
2014-07-14 14:40:00,0,6.9,0,0,179.7,37.6,0,16.2,0,0,0,0
2014-07-14 14:50:00,0,48.1,0,0,258.9,8,0,3,0,0,0,0
2014-07-14 15:00:00,0,21.1,0,0,363.2,8,0,63,0,0,0,0
2014-07-14 15:10:00,0,7.3,0,0,401.5,8,0,108.5,0,0,0,0
2014-07-14 15:20:00,0,7,0,0,395.8,8,0,106.3,0,0,0,0
2014-07-14 15:30:00,0,6,0,0,952.5,142.8,0,106.3,0,0,0,385.2
2014-07-14 15:40:00,0,6.7,0,0,780.4,131.4,0,100.8,0,0,0,222.9
2014-07-14 15:50:00,0,6.5,0,0,1005.6,150.9,0,0.3,0,0,0,571.6
2014-07-14 16:00:00,0,6.5,0,0,1737,306.6,0,3.8,0,0,0,1153.1
2014-07-14 16:10:00,0,6.5,0,0,1872.4,306,0,91.2,0,0,0,1164.6
2014-07-14 16:20:00,0,6.5,0,0,2010.8,306.1,0,108.7,108,0,0,1169.4
2014-07-14 16:30:00,0,6.3,0,0,2122.4,306,0,103.8,69.5,161,0,1179.6
2014-07-14 16:40:00,0,6,0,0,1915.8,306.3,0,101.7,0,0,0,1196.6
2014-07-14 16:50:00,0,6.2,0,0,1886.5,306,0,99.4,0,0,0,1197.6
2014-07-14 17:00:00,0,6.7,0,0,1883.3,305.5,0,100.1,0,0,0,1199.8
2014-07-14 17:10:00,0,47.9,0,0,1942.2,305.6,0,265.4,0,0,0,1116.2
2014-07-14 17:20:00,0,23.1,0,0,1284.3,159.5,0,385.8,0,0,0,531.1
2014-07-14 17:30:00,0,6,0,0,1794.7,305.8,0,84.1,0,0,0,1215.8
2014-07-14 17:40:00,0,6.2,0,0,1797.4,306.4,0,58.6,0,0,0,1241.6
2014-07-14 17:50:00,0,29.3,0,0,1875.2,306,0,114.4,0,0,0,1242.7
2014-07-14 18:00:00,0,38.3,0,0,1940.5,306.4,0,109.9,0,0,0,1258.9
2014-07-14 18:10:00,0,6.1,0,0,1948.8,305.4,0,106.4,0,0,0,1253.1
2014-07-14 18:20:00,0,6.4,0,0,1954,305.6,0,105,0,0,0,1265.8
2014-07-14 18:30:00,0,6,0,0,1961.9,304.7,0,104.3,0,0,0,1279.1
2014-07-14 18:40:00,0,6.1,0,0,1866.4,305.3,0,7.6,0,0,0,1280.3
2014-07-14 18:50:00,0,6,0,0,1866.4,304.5,0,0,0,0,0,1289.4
2014-07-14 19:00:00,0,6.1,0,0,1870.6,304.4,0,0,0,0,0,1291.3
2014-07-14 19:10:00,0,6.8,0,0,1190.4,206.9,0,17.2,0,0,0,686.6
2014-07-14 19:20:00,0,6,0,0,1969.1,304.3,0,108.1,0,0,0,1287.2
2014-07-14 19:30:00,0,6,0,0,1958.6,305,0,105.2,0,0,0,1280
2014-07-14 19:40:00,0,6.1,0,0,1870.5,305.2,0,20.8,0,0,0,1278.8
2014-07-14 19:50:00,0,6,0,0,1847.8,305.2,0,0,0,0,0,1275.9
2014-07-14 20:00:00,0,6,0,0,1855,304.6,0,0,0,0,0,1281.2
2014-07-14 20:10:00,0,6.5,0,0,1827.8,304.2,0,0,0,0,0,1283.6
2014-07-14 20:20:00,0,6,0,0,1908.4,303.3,0,94,0,0,0,1288.1
2014-07-14 20:30:00,0,6,0,0,1906.5,304.7,0,104.7,0,0,0,1296.7
2014-07-14 20:40:00,0,6.2,0,0,1882.1,304.8,0,27.4,0,0,0,1292.5
2014-07-14 20:50:00,0,6,0,0,1897,304.1,0,0,0,0,0,1310.9
2014-07-14 21:00:00,0,6,0,0,1883.7,304.2,0,0,0,0,0,1296.4
2014-07-14 21:10:00,0,6.1,0,0,1890.4,303.7,0,0,0,0,0,1306.6
2014-07-14 21:20:00,0,6.8,0,0,2258.3,304,0,97.9,0,237.9,0,1289.8
2014-07-14 21:30:00,0,6.3,0,0,2322.1,303.1,0,106.1,0,226.9,0,1298.1
2014-07-14 21:40:00,0,6,0,0,2056.7,303.1,0,58.7,0,0,0,1297.4
2014-07-14 21:50:00,0,6.3,0,0,2151.8,302.8,0,0.5,0,156.4,0,1292.1
2014-07-14 22:00:00,0,6.1,0,0,2051.9,302.9,0,0,0,57.8,0,1294.1
2014-07-14 22:10:00,0,6,0,0,2267.6,302.9,0,35,0,0,0,1301
2014-07-14 22:20:00,0,6.9,0,2.3,3338.3,302.6,0,116.3,1088.7,0,0,1294.3
2014-07-14 22:30:00,0,6.4,0,1.2,2816.4,302.7,0,108.7,575.4,0,0,1295.5
2014-07-14 22:40:00,0,6,0,0,2250.3,303,0,109.3,0,0,0,1298
2014-07-14 22:50:00,0,6,0,0,2249.3,302.1,0,106.8,28.1,0,0,1300
2014-07-14 23:00:00,0,6.1,0,0,2225.3,302.6,0,104.4,0,0,0,1298.1
2014-07-14 23:10:00,0,6.4,0,0,2203.8,303.2,0,1.8,0,0,0,1300.9
2014-07-14 23:20:00,0,6,0,0,2121.5,303,0,0.9,0,0,0,1286.7
2014-07-14 23:30:00,110.9,6.1,0,0,2248.5,303.3,0,15,0,0,0,1298.3
2014-07-14 23:40:00,282.3,6,0,0,2509,303.6,0,108.3,0,0,0,1282.5
2014-07-14 23:50:00,204.6,6,0,0,2501.2,303.8,4.1,104.8,0,0,0,1281.7
2014-07-15 00:00:00,681.8,6.8,0,0,3278.5,305.1,353.7,26.5,0,0,0,1278.1
2014-07-15 00:10:00,686,7.1,0,0,3114.1,306.3,278.7,0,0,0,0,1280
2014-07-15 00:20:00,685.7,7,0,0,3137.1,306.2,269.1,1.3,0,0,0,1273.8
2014-07-15 00:30:00,342.3,6.1,1086.5,0,3684.4,305.2,9.9,100,0,0,0,1268.2
2014-07-15 00:40:00,149.3,6.8,3918,0,6632.3,304.8,408.2,105.3,0,0,0,1263.3
2014-07-15 00:50:00,121.9,6.5,3051.8,0,5539,305.5,326,111,0,0,0,1264.2
2014-07-15 01:00:00,459,6.9,3293.4,0,6018.6,305.5,288.7,43.3,0,0,0,1258.6
2014-07-15 01:10:00,505.6,6.3,257.8,0,2720.5,306.6,0,0,0,0,0,1254.9
2014-07-15 01:20:00,502.9,7,1514.5,0,4096.3,305.8,0,0,0,0,0,1251.9
2014-07-15 01:30:00,53.6,7,4104.2,0,6417.4,304.8,115,0,0,0,0,1242
2014-07-15 01:40:00,1.2,7.1,3530.4,0,5985.4,305.7,463.4,81.8,0,0,0,1232.5
2014-07-15 01:50:00,0,6.3,1258.2,0,3435.7,304.8,149,105.8,0,0,0,1225.5
2014-07-15 02:00:00,0,6.2,67.1,0,2145.2,306.4,179.1,74.3,0,0,0,1222.2
2014-07-15 02:10:00,0,6.7,0,0,1782.6,306,0,0,0,0,0,1217.3
2014-07-15 02:20:00,0,7,0,0,1605.5,306.1,0,0,0,0,0,1212.2
2014-07-15 02:30:00,0,7,0,0,1600.3,307,0,0,0,0,0,1207.9
2014-07-15 02:40:00,0,6.5,0,0,1651.5,306.8,0,51.4,0,0,0,1198.9
2014-07-15 02:50:00,0,6.2,0,0,1695.3,307.1,0,104.9,0,0,0,1185.6
2014-07-15 03:00:00,0,6.6,0,0,1622,306.2,0,42.2,0,0,0,1177
2014-07-15 03:10:00,0,7,0,0,1585.1,306.2,0,0,0,0,0,1173
2014-07-15 03:20:00,0,6.8,0,0,1581.1,305.6,0,0,0,0,0,1165
2014-07-15 03:30:00,0,6.9,0,0,1576.4,305,0,0,0,0,0,1160.4
2014-07-15 03:40:00,0,6.1,0,0,1496.7,304.6,0,79.1,0,0,0,1001.8
2014-07-15 03:50:00,0,6.8,0,0,674.4,100.2,0,103.6,0,0,0,352.2
2014-07-15 04:00:00,0,6.2,0,0,1568.1,304.8,0,0,0,0,0,1151.5
2014-07-15 04:10:00,0,6.6,0,0,1447,304.3,0,0,0,0,0,1029.5
2014-07-15 04:20:00,0,6.9,0,0,721.8,139.1,0,0,0,0,0,462.9
2014-07-15 04:30:00,0,6,0,0,1526.1,304.8,0,12.4,0,0,0,1097
2014-07-15 04:40:00,0,6.8,0,0,271.9,43.1,0,106.6,0,0,0,0
2014-07-15 04:50:00,0,6.5,0,0,1564.2,292.4,0,57.8,0,0,0,1102.8
2014-07-15 05:00:00,0,7,0,0,978.4,221.7,0,0,0,0,0,640
2014-07-15 05:10:00,0,7,0,0,654.2,114,0,0,0,0,0,420.3
2014-07-15 05:20:00,0,7.1,0,0,1427.1,305.1,0,0,0,0,0,1010.9
2014-07-15 05:30:00,0,7,0,0,202.6,23.6,0,56.9,0,0,0,0
2014-07-15 05:40:00,0,6.3,0,0,1496.6,272.1,0,104.1,0,0,0,1011.4
2014-07-15 05:50:00,0,6.7,0,0,648.2,151.9,0,10.6,0,0,0,368.9
2014-07-15 06:00:00,0,6.5,0,0,825.7,152.8,0,0,0,0,0,557.2
2014-07-15 06:10:00,0,6.6,0,0,864.6,201.1,0,0,0,0,0,548.4
2014-07-15 06:20:00,0,6.8,0,0,545.5,93.2,0,0,0,0,0,334
2014-07-15 06:30:00,0,6.2,0,0,1051.1,220.6,0,99.3,0,0,0,618.6
2014-07-15 06:40:00,0,7.1,0,0,331.8,34.1,0,64.6,0,0,0,114.1
2014-07-15 06:50:00,0,7,0,0,1134.3,261.1,0,0,0,0,0,760.1
2014-07-15 07:00:00,0,7,0,0,161.5,39.1,0,0,0,0,0,0
2014-07-15 07:10:00,0,7.1,0,0,1171.9,261.1,0,0,0,0,0,798.6
2014-07-15 07:20:00,0,7,0,0,175.5,13.9,0,39.6,0,0,0,0
2014-07-15 07:30:00,0,6.4,0,0,1029.5,193.9,0,104.7,0,0,0,616.6
2014-07-15 07:40:00,0,6.9,0,0,647.4,151.7,0,19.3,0,0,0,357.1
2014-07-15 07:50:00,0,6.9,0,0,357.9,53.8,0,0,0,0,0,184
2014-07-15 08:00:00,0,6.5,0,0,1075.3,250.7,0,0,0,0,0,711.6
2014-07-15 08:10:00,0,7.1,0,0,131.2,8,0,0,0,0,0,0
2014-07-15 08:20:00,0,6.4,0,0,1117,202.4,0,80.7,0,0,0,719.8
2014-07-15 08:30:00,0,6.6,0,0,577.9,136.7,0,75.6,0,0,0,246.9
2014-07-15 08:40:00,0,7,0,0,131.9,8,0,0,0,0,0,0
2014-07-15 08:50:00,0,7.1,0,0,1292.8,290.4,0,0,0,0,0,890.4
2014-07-15 09:00:00,0,7,0,0,168.4,44.8,0,0,0,0,0,0
2014-07-15 09:10:00,0,7,0,0,289.2,34,0,22,0,0,0,111
2014-07-15 09:20:00,0,6.5,0,0,1161.1,250.8,0,105.1,0,0,0,705.9
2014-07-15 09:30:00,0,7,0,0,202.8,43.1,0,27.4,0,0,0,0
2014-07-15 09:40:00,0,6.9,0,0,745.9,132.8,0,0,0,0,0,465.7
2014-07-15 09:50:00,0,6.8,0,0,562.6,131.8,0,0,0,0,0,281
2014-07-15 10:00:00,0,7,1833.4,0,2009.5,38.7,0,0,0,0,0,0
2014-07-15 10:10:00,0,6.5,3541.6,0,4592,190.1,0,71,0,0,0,676.8
2014-07-15 10:20:00,0,7.3,2060.7,0,2380.1,62.2,0,80.9,0,0,0,33.3
2014-07-15 10:30:00,0,7.2,3440.3,0,3675.3,45.6,0,0,0,0,0,5.2
2014-07-15 10:40:00,0,6.2,3643.7,0,4775.3,247.3,0,0,0,0,0,703.5
2014-07-15 10:50:00,0,6.8,3666,0,3858.7,7.2,0,0,0,0,0,0
2014-07-15 11:00:00,0,6.3,598.3,0,1351.9,132.8,0,15.3,0,0,0,395.7
2014-07-15 11:10:00,0,6.8,17.5,0,989.9,180.8,0,105.7,0,0,0,457.8
2014-07-15 11:20:00,0,7,0,0,276.5,8,0,32.1,0,0,0,0
2014-07-15 11:30:00,0,7.1,3902.8,0,5360.6,289.5,0,2.1,0,0,0,993
2014-07-15 11:40:00,0.3,6.6,2593.2,0,2915,42.8,0,48.7,0,0,0,0
2014-07-15 11:50:00,0.9,7,2444.7,0,3332.3,132.7,0,107.3,0,0,0,457.7
2014-07-15 12:00:00,0,6.4,3473.3,0,4403.5,210,0,54.1,0,0,0,553.9
2014-07-15 12:10:00,0,37.4,1315.7,0,1503.3,14,0,2.2,0,0,0,39.9
2014-07-15 12:20:00,0,56.9,63.7,0,1461.1,305.9,0,0,0,0,0,936.4
2014-07-15 12:30:00,0,10.3,0,0,233.6,47.9,0,103.9,0,0,0,0
2014-07-15 12:40:00,0,7.1,0,0,521.3,86.2,0,76.3,0,0,0,282.4
2014-07-15 12:50:00,0,79.6,0,0,1025.1,231.6,0,0.6,0,0,0,625.2
2014-07-15 13:00:00,0,18.1,0,0.8,542.3,32,0,1,334.3,0,0,0.4
2014-07-15 13:10:00,0,6.6,0,0,1696.6,265.6,0,17.9,1.4,0,335,889.8
2014-07-15 13:20:00,0,6.9,0,0,363.6,53,0,108.9,0,0,0,0
2014-07-15 13:30:00,0,6.4,0,0,1400.7,252.4,0,69.3,0,0,0,891.2
2014-07-15 13:40:00,0,7,0,0,567.4,122.7,0,0,0,0,0,248.3
2014-07-15 13:50:00,0,6.6,0,0,929.3,162.5,0,2.1,0,0,0,572.4
2014-07-15 14:00:00,0,7,0,0,946.9,202,0,6.6,0,0,0,532.5
2014-07-15 14:10:00,0,6.7,0,0,727.5,93.3,0,113.1,0,0,0,328.5
2014-07-15 14:20:00,0,6,0,0,1497.6,241.1,0,390.2,0,0,0,681.9
2014-07-15 14:30:00,0,6.5,0,0,505.2,24,0,186,0,0,0,77.5
2014-07-15 14:40:00,0,6.3,0,0,1667.9,305,0,3.5,0,0,0,1089.9
2014-07-15 14:50:00,0,6.1,0,0,709.5,102.1,0,114.3,0,0,0,182
2014-07-15 15:00:00,0,6,0,0,1597.1,260.8,0,106.8,0,0,0,958.7
2014-07-15 15:10:00,0,7,0,0,734.3,122.1,0,105,0,0,0,256.8
2014-07-15 15:20:00,0,6.3,0,0,1623.2,262.1,0,77.5,0,0,0,962.2
2014-07-15 15:30:00,0,7,0,0,837.6,136.1,0,0,0,0,0,307.8
2014-07-15 15:40:00,0,37.3,0,0,1001.5,162.5,0,0,0,0,0,599.5
2014-07-15 15:50:00,0,18.2,0,0,1180.4,270.5,0,0,0,0,0,820.2
2014-07-15 16:00:00,0,6.9,0,0,116,8,0,15.5,0,0,0,4.9
2014-07-15 16:10:00,0,6.4,0,0,1522.7,300.9,0,107.2,0,0,0,1040.7
2014-07-15 16:20:00,0,6.5,0,0,228.2,40,0,60.4,0,0,0,42.3
2014-07-15 16:30:00,0,6,0,0,1430.3,304.5,0,0,0,0,0,1001.9
2014-07-15 16:40:00,0,81.6,0,0,280.8,29.8,0,0,0,0,0,41.6
2014-07-15 16:50:00,0,19.3,0,0,1449,304.1,0,0,0,0,0,1010.1
2014-07-15 17:00:00,0,6.8,0,0,184.2,23.9,0,23.4,0,0,0,0
2014-07-15 17:10:00,0,6.9,0,0,801.7,123,0,106.8,0,0,0,445
2014-07-15 17:20:00,0,6.6,0,0,1057.7,231.2,0,41.9,0,0,0,659.1
2014-07-15 17:30:00,0,7,0,0,143,8,0,0,0,0,0,0
2014-07-15 17:40:00,0,6.3,0,0,1220.5,231.5,0,0,0,0,0,866
2014-07-15 17:50:00,0,25.7,0,0,521.2,102.2,0,0,0,0,0,186.6
2014-07-15 18:00:00,0,6.7,0,1.1,1689.2,162,0,65.1,646.4,0,0,611.2
2014-07-15 18:10:00,0,6.1,0,0.4,976.9,132.1,0,105.5,146.3,0,0,301.3
2014-07-15 18:20:00,0,6.6,0,0,895.2,142.6,0,30.5,0,0,0,536.5
2014-07-15 18:30:00,0,6.6,0,0,737.4,161.8,0,0,0,0,0,415.7
2014-07-15 18:40:00,0,6.9,0,0,707.2,113.2,0,0,0,0,0,431
2014-07-15 18:50:00,0,6.6,0,0,1080.7,231.2,0,0,0,0,0,693.7
2014-07-15 19:00:00,0,6.5,0,0,356.7,33.6,0,55.1,0,0,0,119.6
2014-07-15 19:10:00,0,6.4,0,0,1636.6,304.1,0,104.9,0,0,0,1076.7
2014-07-15 19:20:00,0,7,0,0,203.8,34,0,9.5,0,0,0,0
2014-07-15 19:30:00,0,6.3,0,0,1274.5,232.5,0,0,0,0,0,896.2
2014-07-15 19:40:00,0,6.5,0,0,806.2,172,0,0,0,0,0,464.7
2014-07-15 19:50:00,0,6.8,0,0,613,93,0,0,0,0,0,359.7
2014-07-15 20:00:00,0,6,0,0,1544.4,304,0,70.1,0,0,0,1020.2
2014-07-15 20:10:00,0,6.6,0,0,271,14.2,0,91.2,0,0,0,0
2014-07-15 20:20:00,0,6.1,0,0,1516.4,281.3,0,0,0,0,0,1109.5
2014-07-15 20:30:00,0,6.8,0,0.4,1042.9,151.5,0,1.8,330.2,0,0,394.3
2014-07-15 20:40:00,0,6.7,0,0,871.3,133.1,0,0,0,0,0,517.2
2014-07-15 20:50:00,0,6,0,0,1167.1,221.8,0,67,0,0,0,667.2
2014-07-15 21:00:00,0,6.1,0,0,1106,162.9,0,94.2,0,0,0,634.2
2014-07-15 21:10:00,0,6.2,0,0,1351.9,271.5,0,0,0,0,0,865.6
2014-07-15 21:20:00,0,6.7,0,0,675.8,93.2,0,0,0,0,0,359.9
2014-07-15 21:30:00,0,6,0,0,1583.9,304.3,0,0,0,0,0,1067.4
2014-07-15 21:40:00,0,42.5,0,0,658,89,0,0,0,0,0,285
2014-07-15 21:50:00,0,53.8,0,0,1828.9,304.5,0,93.2,0,0,0,1197.6
2014-07-15 22:00:00,0,6.4,0,0,537.2,98.4,0,66.3,0,0,0,202.6
2014-07-15 22:10:00,0,6,0,0,1629.4,306,0,0,0,0,0,1194.4
2014-07-15 22:20:00,0,7,0,0,294.5,72.9,0,0,0,0,0,79.1
2014-07-15 22:30:00,0,6.2,0,0,1582,291.9,0,0,0,0,0,1160.3
2014-07-15 22:40:00,0,6.5,0,0,551.6,122.6,0,11.1,0,0,0,278.3
2014-07-15 22:50:00,0,70,0,0.4,1967.6,272.1,0,107.5,208.8,0,0,1073.2
2014-07-15 23:00:00,0,6.2,0,0,918.8,132.7,0,110.8,0,0,0,314
2014-07-15 23:10:00,0,38.7,0,0,1802.4,272.9,0,108.7,0,0,0,1065.2
